row_num,fundo_u_origen,obs_raw_flat,rx_diio,rx_rut,rx_pesos_kg,rx_pesos_pv,rx_guia,rx_precio_dollar,rx_precio_texto,rx_precio_kg,rx_precio_unitario,rx_cantidad_animal,rx_fecha_dd_mm_yyyy,rx_fecha_texto,rx_patente_auto,rx_camion_prefix,rx_carro_prefix,rx_kw_compra,rx_kw_venta,rx_kw_traslado,rx_kw_tratamiento,rx_nombre_propio,rx_url,rx_porcentaje,obs_lines_joined
742,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
914,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
915,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
916,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
917,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
918,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
919,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
920,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
921,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
922,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
923,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
924,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
925,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
926,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
927,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
928,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
929,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
930,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
931,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
932,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
933,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
934,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
935,Mollendo,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
