Diio,Fecha nacimiento,Tipo ganado,Raza,Fundo,Estado reproductivo,Estado leche,Observaciones,Partos,Diio Madre,Padre,Abuelo,Origen,Fecha creado
16464071,"""2018-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688475,Subtantial,,,"""2018-08-16T00:00:00.000Z"""
16464077,"""2018-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221452,Resource,,,"""2018-08-16T00:00:00.000Z"""
16464110,"""2018-08-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,24190478,Subtantial,,,"""2018-08-20T00:00:00.000Z"""
16464138,"""2018-08-18T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,25836305,Subtantial,,,"""2018-08-21T00:00:00.000Z"""
16464153,"""2018-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221459,Resource,,,"""2018-08-20T00:00:00.000Z"""
16464161,"""2018-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,4221233,Innovation,,,"""2018-08-20T00:00:00.000Z"""
16464176,"""2018-08-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221345,Toro Campo,,,"""2018-08-21T00:00:00.000Z"""
16464189,"""2018-08-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4263255,Innovation,,,"""2018-08-22T00:00:00.000Z"""
16464196,"""2018-08-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4263965,Innovation,,,"""2018-08-22T00:00:00.000Z"""
16464237,"""2018-08-25T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,6,12688732,Subtantial,,,"""2018-08-26T00:00:00.000Z"""
16464241,"""2018-08-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,10590835,Klonney K42,,,"""2018-08-27T00:00:00.000Z"""
16464245,"""2018-08-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4237227,Innovation,,,"""2018-08-28T00:00:00.000Z"""
16464250,"""2018-08-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221020,Innovation,,,"""2018-08-29T00:00:00.000Z"""
16464259,"""2018-08-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,14476337,Innovation,,,"""2018-08-30T00:00:00.000Z"""
16464287,"""2018-09-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282272,Innovation,,,"""2018-09-03T00:00:00.000Z"""
16464293,"""2018-09-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4236933,Innovation,,,"""2018-09-03T00:00:00.000Z"""
16464308,"""2018-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,6,4297064,Innovation,,,"""2018-09-05T00:00:00.000Z"""
16464311,"""2018-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,4282346,Angus Valley,,,"""2018-09-04T00:00:00.000Z"""
16464320,"""2018-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,10590854,Toro Campo,,,"""2018-09-04T00:00:00.000Z"""
16464321,"""2018-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,22620337,Subtantial,,,"""2018-10-16T00:00:00.000Z"""
16464326,"""2018-09-02T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264055,Toro Campo,,,"""2018-09-04T00:00:00.000Z"""
16464349,"""2018-09-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221363,Innovation,,,"""2018-09-10T00:00:00.000Z"""
16464359,"""2018-09-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10590786,Innovation,,,"""2018-09-05T00:00:00.000Z"""
16464365,"""2018-09-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264092,Innovation,,,"""2018-09-05T00:00:00.000Z"""
16464371,"""2018-09-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4296924,Innovation,,,"""2018-09-07T00:00:00.000Z"""
16464384,"""2018-09-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,16464849,Toro Campo,,,"""2018-09-07T00:00:00.000Z"""
16464387,"""2018-09-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264108,Toro Campo,,,"""2018-09-07T00:00:00.000Z"""
16464388,"""2018-09-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,16464863,Innovation,,,"""2018-09-07T00:00:00.000Z"""
16464425,"""2018-09-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4237103,Innovation,,,"""2018-09-10T00:00:00.000Z"""
16464440,"""2018-09-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221283,Innovation,,,"""2018-09-10T00:00:00.000Z"""
16464447,"""2018-09-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4297982,Innovation,,,"""2018-09-11T00:00:00.000Z"""
16464465,"""2018-09-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,16464864,Angus Valley,,,"""2018-11-05T00:00:00.000Z"""
16464499,"""2018-09-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,18859770,Innovation,,,"""2018-09-19T00:00:00.000Z"""
16464518,"""2018-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,21430616,Toro Campo,,,"""2018-09-19T00:00:00.000Z"""
16464532,"""2018-09-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4298784,Innovation,,,"""2018-09-10T00:00:00.000Z"""
16464541,"""2018-09-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4296925,Innovation,,,"""2018-09-13T00:00:00.000Z"""
16464551,"""2018-09-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,10591116,Innovation,,,"""2018-09-19T00:00:00.000Z"""
16464555,"""2018-09-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264155,Innovation,,,"""2018-09-19T00:00:00.000Z"""
16464566,"""2018-09-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,25836352,Big Daddy,,,"""2018-09-19T00:00:00.000Z"""
16464582,"""2018-09-18T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,16464846,Toro Campo,,,"""2018-09-19T00:00:00.000Z"""
16464586,"""2018-09-18T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4297581,Toro Campo,,,"""2018-09-19T00:00:00.000Z"""
16464610,"""2018-09-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4220967,Toro Campo,,,"""2018-09-22T00:00:00.000Z"""
16464613,"""2018-09-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4221520,Toro Campo,,,"""2018-09-22T00:00:00.000Z"""
16464668,"""2018-09-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4220005,Toro Campo,,,"""2018-09-29T00:00:00.000Z"""
16464670,"""2018-09-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,21430587,Toro Campo,,,"""2018-09-29T00:00:00.000Z"""
16464672,"""2018-09-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,10590190,Toro Campo,,,"""2018-09-29T00:00:00.000Z"""
16464673,"""2018-09-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4264043,Toro Campo,,,"""2018-09-29T00:00:00.000Z"""
16464681,"""2018-09-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,10590702,Toro Campo,,,"""2018-09-29T00:00:00.000Z"""
16464697,"""2018-09-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4263793,Toro Campo,,,"""2018-10-04T00:00:00.000Z"""
16464740,"""2018-10-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4263636,Toro Campo,,,"""2018-10-06T00:00:00.000Z"""
16464780,"""2018-10-11T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4297113,Toro Campo,,,"""2018-10-12T00:00:00.000Z"""
16464832,"""2018-07-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688027,Subtantial,,,"""2018-07-12T00:00:00.000Z"""
16464847,"""2013-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
16464868,"""2010-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
16464883,"""2019-07-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,4,14476157,Assertive,,,"""2019-07-12T00:00:00.000Z"""
16464906,"""2019-07-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14475826,Hickok,,,"""2019-07-15T00:00:00.000Z"""
16464916,"""2019-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688832,Deacon,,,"""2019-07-17T00:00:00.000Z"""
16464926,"""2019-07-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,20055832,Assertive,,,"""2019-07-17T00:00:00.000Z"""
16464935,"""2019-07-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,14475947,Deacon,,,"""2019-07-18T00:00:00.000Z"""
16464964,"""2019-07-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14475838,Hickok,,,"""2019-07-20T00:00:00.000Z"""
16464965,"""2019-07-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,15454029,Contractor,,,"""2019-07-20T00:00:00.000Z"""
16464968,"""2019-07-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,20055877,Deacon,,,"""2019-07-21T00:00:00.000Z"""
16464971,"""2019-07-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,13257238,NNN,,,"""2019-07-21T00:00:00.000Z"""
16464974,"""2019-07-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,18859782,Deacon,,,"""2019-07-21T00:00:00.000Z"""
16464976,"""2019-07-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282573,Deacon,,,"""2019-07-21T00:00:00.000Z"""
16464979,"""2019-07-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,23547656,Assertive,,,"""2019-07-21T00:00:00.000Z"""
16464994,"""2019-07-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,26248556,,,,"""2019-07-23T00:00:00.000Z"""
16908076,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908142,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908147,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,,"""2019-11-05T00:00:00.000Z"""
16908185,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908195,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908257,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908259,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908270,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,5,,,,,"""2019-11-05T00:00:00.000Z"""
16908277,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908287,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Rojo,San Pedro,Preñada,En Leche,,5,,,,,"""2019-11-05T00:00:00.000Z"""
16908292,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908299,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908303,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
16908305,"""2018-08-30T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,6,,,,,"""2019-11-05T00:00:00.000Z"""
17711225,"""2026-03-11T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mario Hernandez,"""2026-03-11T00:00:00.000Z"""
17711227,"""2026-03-11T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Hugo Reyes,"""2026-03-11T00:00:00.000Z"""
17711233,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
17711240,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
17711251,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
17711257,"""2026-03-11T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Hugo Reyes,"""2026-03-11T00:00:00.000Z"""
17711264,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
17711268,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
18054915,"""2020-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,4,,,,,"""2020-10-28T00:00:00.000Z"""
18085702,"""2019-07-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12546508,Deacon,,,"""2019-07-23T00:00:00.000Z"""
18085739,"""2019-07-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688834,Deacon,,,"""2019-07-24T00:00:00.000Z"""
18085754,"""2019-07-24T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,12688373,Deacon,,,"""2019-07-24T00:00:00.000Z"""
18085762,"""2019-07-24T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836324,Deacon,,,"""2019-07-25T00:00:00.000Z"""
18085770,"""2019-07-24T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12546571,Deacon,,,"""2019-07-25T00:00:00.000Z"""
18085780,"""2019-07-25T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4237453,Deacon,,,"""2019-07-26T00:00:00.000Z"""
18085795,"""2019-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688754,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085796,"""2019-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688759,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085805,"""2019-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282232,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085819,"""2019-07-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10590821,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085831,"""2019-07-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,4,4221280,Toro Campo,,,"""2019-07-31T00:00:00.000Z"""
18085839,"""2019-07-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,21430522,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085845,"""2019-07-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688593,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085868,"""2019-07-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4221233,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085871,"""2019-07-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297082,Deacon,,,"""2019-07-31T00:00:00.000Z"""
18085884,"""2019-07-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14475621,Assertive,,,"""2019-08-02T00:00:00.000Z"""
18085891,"""2019-07-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,20055841,Deacon,,,"""2019-08-02T00:00:00.000Z"""
18085895,"""2019-07-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,21430612,Deacon,,,"""2019-08-02T00:00:00.000Z"""
18085916,"""2019-08-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4263255,Deacon,,,"""2019-08-02T00:00:00.000Z"""
18085919,"""2019-08-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4228675,Deacon,,,"""2019-08-02T00:00:00.000Z"""
18085939,"""2019-08-02T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,22620389,Deacon,,,"""2019-08-03T00:00:00.000Z"""
18085957,"""2019-08-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14461893,Infinity,,,"""2019-08-05T00:00:00.000Z"""
18085963,"""2019-08-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,14462516,Infinity,,,"""2019-08-05T00:00:00.000Z"""
18085993,"""2019-08-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,4221363,Deacon,,,"""2019-08-11T01:00:00.000Z"""
18086003,"""2019-08-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282397,Deacon,,,"""2019-08-26T00:00:00.000Z"""
18086050,"""2019-08-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,10590918,Deacon,,,"""2019-08-11T01:00:00.000Z"""
18086053,"""2019-08-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4297014,Deacon,,,"""2019-08-11T01:00:00.000Z"""
18086055,"""2019-08-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4296981,Deacon,,,"""2019-08-11T01:00:00.000Z"""
18086060,"""2019-08-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4297400,Toro Campo,,,"""2019-08-11T01:00:00.000Z"""
18086088,"""2019-08-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,4221246,Toro Campo,,,"""2019-08-12T00:00:00.000Z"""
18086092,"""2019-08-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,16464806,Deacon,,,"""2019-08-12T00:00:00.000Z"""
18086115,"""2019-08-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,15451295,NNN,,,"""2019-08-13T00:00:00.000Z"""
18086131,"""2019-08-13T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297581,Infinity,,,"""2019-08-15T00:00:00.000Z"""
18086143,"""2019-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,21430654,NNN,,,"""2019-08-15T00:00:00.000Z"""
18086144,"""2019-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4236407,Deacon,,,"""2019-08-15T00:00:00.000Z"""
18086146,"""2019-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,4263691,Infinity,,,"""2019-08-15T00:00:00.000Z"""
18086159,"""2019-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,13525254,NNN,,,"""2019-08-15T00:00:00.000Z"""
18086160,"""2019-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,20055847,Infinity,,,"""2019-08-15T00:00:00.000Z"""
18086165,"""2019-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297420,Infinity,,,"""2019-08-15T00:00:00.000Z"""
18086170,"""2019-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14475659,Infinity,,,"""2019-08-15T00:00:00.000Z"""
18086191,"""2019-08-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4298377,Infinity,,,"""2019-08-20T00:00:00.000Z"""
18086218,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282288,,,,"""2019-08-20T00:00:00.000Z"""
18086222,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4263427,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086224,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,14842007,NNN,,,"""2019-08-20T00:00:00.000Z"""
18086226,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297333,Deacon,,,"""2019-08-20T00:00:00.000Z"""
18086244,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4221164,Toro Campo,,,"""2019-08-20T00:00:00.000Z"""
18086249,"""2019-08-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4236659,Toro Campo,,,"""2019-08-20T00:00:00.000Z"""
18086258,"""2019-08-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14476304,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086281,"""2019-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,14475801,Infinity,,,"""2019-10-21T00:00:00.000Z"""
18086287,"""2019-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,12688544,Deacon,,,"""2019-08-26T00:00:00.000Z"""
18086292,"""2019-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4221406,Toro Campo,,,"""2019-08-26T00:00:00.000Z"""
18086296,"""2019-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14476150,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086300,"""2019-08-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4236414,Toro Campo,,,"""2019-08-26T00:00:00.000Z"""
18086309,"""2019-08-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,15453714,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086316,"""2019-08-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10590888,Toro Campo,,,"""2019-08-26T00:00:00.000Z"""
18086324,"""2019-08-23T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688932,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086340,"""2019-08-25T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,14475920,Infinity,,,"""2019-08-26T00:00:00.000Z"""
18086380,"""2019-08-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,13525150,NNN,,,"""2019-08-26T00:00:00.000Z"""
18086390,"""2019-08-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,4296802,Toro Campo,,,"""2019-08-28T00:00:00.000Z"""
18086391,"""2019-08-27T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688117,Toro Campo,,,"""2019-08-28T00:00:00.000Z"""
18086401,"""2019-08-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4296898,Deacon,,,"""2019-08-30T00:00:00.000Z"""
18086406,"""2019-08-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12546506,Toro Campo,,,"""2019-08-30T00:00:00.000Z"""
18086410,"""2019-08-28T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4264705,Toro Campo,,,"""2019-08-30T00:00:00.000Z"""
18086431,"""2019-08-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297159,Toro Campo,,,"""2019-08-30T00:00:00.000Z"""
18086435,"""2019-08-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,10590186,Deacon,,,"""2019-08-30T00:00:00.000Z"""
18086459,"""2019-08-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836168,Big Daddy,,,"""2019-09-08T00:00:00.000Z"""
18086462,"""2019-08-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297396,Deacon,,,"""2019-09-08T00:00:00.000Z"""
18086472,"""2019-09-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,4296924,Toro Campo,,,"""2019-09-09T00:00:00.000Z"""
18086486,"""2019-09-02T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4237047,Toro Campo,,,"""2019-09-09T00:00:00.000Z"""
18086490,"""2019-09-03T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4221546,Hickok,,,"""2019-09-09T00:00:00.000Z"""
18086507,"""2019-09-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688779,Deacon,,,"""2019-09-09T00:00:00.000Z"""
18086508,"""2019-09-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,5,12688491,Big Daddy,,,"""2019-09-09T00:00:00.000Z"""
18086511,"""2019-09-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,4,4236584,Deacon,,,"""2019-09-09T00:00:00.000Z"""
18086521,"""2019-09-07T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4297461,Toro Campo,,,"""2019-09-09T00:00:00.000Z"""
18086537,"""2019-09-09T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4298287,Toro Campo,,,"""2019-09-10T00:00:00.000Z"""
